"SBD","NV1.N","NV1.TH","NV2.N","NV2.TH","NV3.N","NV3.TH","NV4.N","NV4.TH"
"TLA053998","KT41","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"KTA072060","KQ3","Toan,Van,Anh,0","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TMA053275","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1",NA,NA
"TLA075276","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1"
"ABC050133","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KQ2","Toan,Van,Anh,0",NA,NA
"BKT078353","KT52","Toan,Ly,Hoa,0","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"ABC002379","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT31","Toan,Hoa,Sinh,1","CN3","Toan,Hoa,Sinh,1"
"ABC090245","CN3","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1"
"BKT008656","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"KTA058331","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"KTA074123","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"SPB057057","KT12","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1"
"TMA082350","KT31","Toan,Hoa,Anh,1","TA1","Anh,Toan,Van,1","QT11","Toan,Hoa,Anh,0",NA,NA
"TLA094253","KQ2","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"BKT038801","KT31","Toan,Hoa,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"TLA010414","KQ3","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC098026","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"BKT001055","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"SPB054709","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"SPB050329","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"TLA041444","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"KTA067863","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"TMA061684","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"TLA073257","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"BKT092509","CN2","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC012653","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"CON034653","QT11","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TLA054714","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"SPB029431","CN3","Toan,Hoa,Sinh,1","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA
"SPB090828","KQ2","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","QT11","Toan,Hoa,Anh,0"
"TMA092017","CN2","Toan,Ly,Hoa,1",NA,NA,NA,NA,NA,NA
"TLA085528","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1","KT21","Toan,Ly,Hoa,1"
"ABC052784","KT22","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","KT51","Toan,Hoa,Anh,0","TA1","Anh,Toan,Van,1"
"SPB070354","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TLA037570","TA1","Anh,Toan,Van,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON018338","KQ3","Toan,Van,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TLA058499","KT32","Toan,Hoa,Anh,1","KT22","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0","KT31","Toan,Hoa,Anh,1"
"KTA041293","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA006271","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA,NA,NA
"CON004829","QT12","Toan,Hoa,Anh,0","KT21","Toan,Ly,Hoa,1","QT11","Toan,Hoa,Anh,0","KT22","Toan,Ly,Hoa,1"
"BKT071973","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","QT14","Toan,Ly,Hoa,0"
"KTA056238","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"KTA051828","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"BKT019645","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"KTA021924","KT12","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA064938","KT23","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"KTA094267","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"KTA059801","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0"
"TLA037597","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"KTA002112","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"BKT023931","CN2","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"TLA086272","KT52","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"ABC054185","KT14","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1","KT21","Toan,Ly,Hoa,1"
"TLA060186","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA
"ABC057628","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"BKT046358","KT32","Toan,Hoa,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"KTA069508","CN2","Toan,Ly,Hoa,1","QT14","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","TA2","Anh,Toan,Van,1"
"SPB089839","KT21","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"BKT008043","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1","KT41","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"BKT056335","KT13","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"KTA004236","KQ1","Toan,Ly,Anh,0","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"BKT084436","CN2","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1","KT21","Toan,Ly,Hoa,1","KT41","Toan,Hoa,Anh,0"
"TMA006179","KT21","Toan,Ly,Anh,1","KT31","Toan,Ly,Hoa,1","KT23","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0"
"TLA052823","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"CON039011","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"ABC097316","KT22","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0","KT21","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0"
"TMA007370","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"KTA035314","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"SPB020132","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA099582","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"KTA029341","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA095403","KT22","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1","KT21","Toan,Ly,Anh,1",NA,NA
"KTA097514","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"TMA032164","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"KTA067012","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA088999","KT22","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"KTA041289","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1"
"TLA015349","KT21","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","CN2","Toan,Ly,Anh,1","KT41","Toan,Hoa,Anh,0"
"BKT069336","KT21","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0","KT14","Toan,Ly,Anh,1",NA,NA
"CON068501","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1",NA,NA
"ABC045205","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"CON067008","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"SPB038500","CN2","Toan,Ly,Hoa,1","KT33","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"KTA026495","QT14","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"KTA097333","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1",NA,NA
"KTA041009","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"ABC006712","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT33","Toan,Ly,Hoa,1"
"ABC025977","KT23","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"ABC014210","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"ABC082509","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"BKT086576","CN2","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1"
"TMA090186","KT31","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"SPB024139","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"BKT063531","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA055884","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1",NA,NA
"TMA058885","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"KTA010018","KT33","Toan,Hoa,Anh,1","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA
"BKT042872","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"BKT079295","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KQ3","Toan,Van,Anh,0"
"KTA088596","KT21","Toan,Ly,Anh,1","KT33","Toan,Hoa,Anh,1","KQ2","Toan,Van,Anh,0","KT12","Toan,Ly,Anh,1"
"BKT004947","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KQ3","Toan,Van,Anh,0","KT21","Toan,Ly,Hoa,1"
"SPB036406","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC084773","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1","KT11","Toan,Ly,Hoa,1"
"TLA013907","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"KTA018703","KT41","Toan,Hoa,Anh,0","TA1","Anh,Toan,Van,1",NA,NA,NA,NA
"SPB012820","KT13","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TMA052006","KT22","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0","KT13","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"TMA043730","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","QT14","Toan,Ly,Anh,0","KT22","Toan,Ly,Anh,1"
"ABC027473","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","QT14","Toan,Ly,Hoa,0","KT51","Toan,Ly,Hoa,0"
"CON067779","KT21","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"ABC012031","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"CON001909","KT32","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TLA084567","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"SPB003519","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1"
"SPB035332","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"SPB057199","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1"
"TMA055790","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1","KT14","Toan,Ly,Anh,1"
"CON055555","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"ABC061557","CN2","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0","KT23","Toan,Ly,Anh,1",NA,NA
"TMA084353","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0","KT41","Toan,Ly,Hoa,0"
"CON034235","KQ1","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"BKT094166","CN3","Toan,Hoa,Sinh,1","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA
"KTA008151","KT12","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"SPB045488","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"ABC077867","KT12","Toan,Ly,Anh,1","KT41","Toan,Hoa,Anh,0","KT21","Toan,Ly,Anh,1","KT33","Toan,Hoa,Anh,1"
"ABC036770","KT21","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"KTA006373","KQ2","Toan,Ly,Anh,0","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA
"SPB076275","CN2","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"KTA031200","KT31","Toan,Hoa,Anh,1","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA
"BKT030421","KT11","Toan,Ly,Anh,1",NA,NA,NA,NA,NA,NA
"BKT085725","CN3","Toan,Hoa,Anh,1","TA2","Anh,Toan,Van,1",NA,NA,NA,NA
"KTA041191","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"ABC005217","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"KTA076887","CN1","Toan,Ly,Hoa,1","QT12","Toan,Ly,Hoa,0","KT51","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1"
"BKT035412","KT22","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","QT11","Toan,Ly,Anh,0",NA,NA
"ABC034449","KQ2","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"ABC013417","KT12","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"CON067782","CN2","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","KT12","Toan,Ly,Anh,1"
"CON020019","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1",NA,NA
"ABC077598","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"ABC000235","QT11","Toan,Ly,Hoa,0","KT14","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC011064","CN1","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1"
"KTA077886","KQ2","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"SPB059761","KT32","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TLA006019","KT52","Toan,Ly,Hoa,0","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA026277","KT22","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"BKT046654","KT22","Toan,Ly,Anh,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"TLA068915","KT22","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"SPB009554","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"CON052857","KT51","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"ABC082157","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON025034","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"SPB090629","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"KTA051340","KT31","Toan,Hoa,Anh,1","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA
"KTA026163","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT050518","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"CON064721","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON043334","KQ1","Toan,Ly,Hoa,0","CN1","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"SPB002915","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"TMA015178","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0",NA,NA
"KTA062522","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1"
"KTA075634","TA2","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"SPB034393","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"ABC079728","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1"
"CON059981","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1","KT21","Toan,Ly,Anh,1"
"KTA060597","KT13","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","QT14","Toan,Ly,Hoa,0"
"TMA005496","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KQ2","Toan,Van,Anh,0"
"TLA043228","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"BKT092812","KT42","Toan,Ly,Hoa,0","TA2","Anh,Toan,Van,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"BKT028252","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1"
"KTA034021","KT22","Toan,Ly,Anh,1","KT41","Toan,Hoa,Anh,0","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"CON058677","KQ2","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"TLA049945","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA070607","KT51","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1",NA,NA
"KTA094118","KT23","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"TMA061613","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0"
"ABC038907","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"BKT067087","CN2","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"KTA020390","KT14","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"SPB057389","KT51","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"SPB027411","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","QT14","Toan,Ly,Anh,0","KT11","Toan,Ly,Anh,1"
"KTA013872","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"KTA070554","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"CON059176","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"KTA033604","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"KTA086436","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"BKT048940","KT21","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"TMA043725","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC094019","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC039904","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT088982","QT14","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC046789","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
